Departamento: ANTIOQUIA (Código: 5), Municipio: MEDELLÍN (Código: 5001), Centro Poblado: MEDELLÍN (Código: 5001000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: CÁCERES (Código: 5120), Centro Poblado: MANIZALES (Código: 5120004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CÁCERES (Código: 5120), Centro Poblado: PUERTO BÉLGICA (Código: 5120006), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CÁCERES (Código: 5120), Centro Poblado: PIAMONTE (Código: 5120010), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CÁCERES (Código: 5120), Centro Poblado: RÍO MAN (Código: 5120012), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: CÁCERES (Código: 5120), Centro Poblado: LAS PAMPAS (Código: 5120013), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: CÁCERES (Código: 5120), Centro Poblado: NICARAGUA (Código: 5120014), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: CÁCERES (Código: 5120), Centro Poblado: PUERTO SANTO (Código: 5120015), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAICEDO (Código: 5125), Centro Poblado: CAICEDO (Código: 5125000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: CALDAS (Código: 5129), Centro Poblado: CALDAS (Código: 5129000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: CALDAS (Código: 5129), Centro Poblado: EL CANO (Código: 5129001), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CALDAS (Código: 5129), Centro Poblado: LA RAYA (Código: 5129002), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CALDAS (Código: 5129), Centro Poblado: LA MIEL (Código: 5129004), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CALDAS (Código: 5129), Centro Poblado: LA CORRALITA (Código: 5129005), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CALDAS (Código: 5129), Centro Poblado: EL RAIZAL (Código: 5129007), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CALDAS (Código: 5129), Centro Poblado: LA CLARA (Código: 5129008), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CALDAS (Código: 5129), Centro Poblado: LA QUIEBRA (Código: 5129009), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CALDAS (Código: 5129), Centro Poblado: LA SALADA PARTE BAJA (Código: 5129010), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CALDAS (Código: 5129), Centro Poblado: LA TOLVA (Código: 5129011), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CALDAS (Código: 5129), Centro Poblado: LA VALERIA (Código: 5129012), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CALDAS (Código: 5129), Centro Poblado: LA AGUACATALA (Código: 5129013), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CALDAS (Código: 5129), Centro Poblado: LA CORRALITA (Código: 5129014), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CALDAS (Código: 5129), Centro Poblado: LA CHUSCALA (Código: 5129015), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CALDAS (Código: 5129), Centro Poblado: SALINAS (Código: 5129016), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAMPAMENTO (Código: 5134), Centro Poblado: CAMPAMENTO (Código: 5134000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAMPAMENTO (Código: 5134), Centro Poblado: LA CHIQUITA (Código: 5134001), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAMPAMENTO (Código: 5134), Centro Poblado: LA SOLITA (Código: 5134002), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAMPAMENTO (Código: 5134), Centro Poblado: LLANADAS (Código: 5134003), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAÑASGORDAS (Código: 5138), Centro Poblado: CAÑASGORDAS (Código: 5138000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAÑASGORDAS (Código: 5138), Centro Poblado: BUENOS AIRES - PARTE ALTA (Código: 5138001), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAÑASGORDAS (Código: 5138), Centro Poblado: CESTILLAL (Código: 5138002), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAÑASGORDAS (Código: 5138), Centro Poblado: JUNTAS DE URAMITA (Código: 5138003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAÑASGORDAS (Código: 5138), Centro Poblado: SAN PASCUAL (Código: 5138005), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAÑASGORDAS (Código: 5138), Centro Poblado: VILLA VICTORIA (Código: 5138009), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: CARACOLÍ (Código: 5142), Centro Poblado: CARACOLÍ (Código: 5142000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: CARAMANTA (Código: 5145), Centro Poblado: CARAMANTA (Código: 5145000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: CARAMANTA (Código: 5145), Centro Poblado: ALEGRÍAS (Código: 5145001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CARAMANTA (Código: 5145), Centro Poblado: SUCRE (Código: 5145002), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAREPA (Código: 5147), Centro Poblado: CAREPA (Código: 5147000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAREPA (Código: 5147), Centro Poblado: PIEDRAS BLANCAS (Código: 5147003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAREPA (Código: 5147), Centro Poblado: ZUNGO EMBARCADERO - PUEBLO NUEVO (Código: 5147004), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAREPA (Código: 5147), Centro Poblado: ZUNGO EMBARCADERO - 11 DE NOVIEMBRE (Código: 5147005), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAREPA (Código: 5147), Centro Poblado: CASA VERDE (Código: 5147006), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAREPA (Código: 5147), Centro Poblado: EL ENCANTO (Código: 5147007), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAREPA (Código: 5147), Centro Poblado: ZUNGO EMBARCADERO - 28 DE OCTUBRE (Código: 5147008), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAREPA (Código: 5147), Centro Poblado: BELENCITO (Código: 5147009), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAREPA (Código: 5147), Centro Poblado: BOSQUES DE LOS ALMENDROS (Código: 5147010), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAREPA (Código: 5147), Centro Poblado: CAREPITA CANALUNO (Código: 5147011), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAREPA (Código: 5147), Centro Poblado: SACRAMENTO LA LUCHA (Código: 5147012), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAREPA (Código: 5147), Centro Poblado: LOS NARANJALES (Código: 5147013), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAREPA (Código: 5147), Centro Poblado: VIJAGUAL (Código: 5147014), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: EL CARMEN DE VIBORAL (Código: 5148), Centro Poblado: EL CARMEN DE VIBORAL (Código: 5148000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: EL CARMEN DE VIBORAL (Código: 5148), Centro Poblado: AGUAS CLARAS (Código: 5148003), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: EL CARMEN DE VIBORAL (Código: 5148), Centro Poblado: LA CHAPA (Código: 5148005), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: EL CARMEN DE VIBORAL (Código: 5148), Centro Poblado: CAMPO ALEGRE (Código: 5148006), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: EL CARMEN DE VIBORAL (Código: 5148), Centro Poblado: LA AURORA - LAS BRISAS (Código: 5148008), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAROLINA (Código: 5150), Centro Poblado: CAROLINA DEL PRÍNCIPE (Código: 5150000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAUCASIA (Código: 5154), Centro Poblado: CAUCASIA (Código: 5154000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAUCASIA (Código: 5154), Centro Poblado: CUTURÚ (Código: 5154003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAUCASIA (Código: 5154), Centro Poblado: MARGENTO (Código: 5154006), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAUCASIA (Código: 5154), Centro Poblado: PALANCA (Código: 5154008), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAUCASIA (Código: 5154), Centro Poblado: PALOMAR (Código: 5154009), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAUCASIA (Código: 5154), Centro Poblado: SANTA ROSITA (Código: 5154012), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAUCASIA (Código: 5154), Centro Poblado: PUERTO TRIANA (Código: 5154020), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAUCASIA (Código: 5154), Centro Poblado: LA ILUSIÓN (Código: 5154022), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAUCASIA (Código: 5154), Centro Poblado: CACERÍ (Código: 5154023), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAUCASIA (Código: 5154), Centro Poblado: EL PANDO (Código: 5154024), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAUCASIA (Código: 5154), Centro Poblado: CAMPO ALEGRE (Código: 5154025), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAUCASIA (Código: 5154), Centro Poblado: EL CHINO (Código: 5154026), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAUCASIA (Código: 5154), Centro Poblado: LA ESMERALDA (Código: 5154027), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAUCASIA (Código: 5154), Centro Poblado: VILLA DEL SOCORRO (Código: 5154031), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAUCASIA (Código: 5154), Centro Poblado: CASERÍO CONJUNTO CAÑA FISTULA (Código: 5154032), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: CAUCASIA (Código: 5154), Centro Poblado: PUEBLO NUEVO (Código: 5154033), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CHIGORODÓ (Código: 5172), Centro Poblado: CHIGORODÓ (Código: 5172000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: CHIGORODÓ (Código: 5172), Centro Poblado: BARRANQUILLITA (Código: 5172003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CHIGORODÓ (Código: 5172), Centro Poblado: GUAPÁ CARRETERAS (Código: 5172007), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CHIGORODÓ (Código: 5172), Centro Poblado: JURADÓ (Código: 5172013), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CHIGORODÓ (Código: 5172), Centro Poblado: CAMPITAS (Código: 5172014), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CHIGORODÓ (Código: 5172), Centro Poblado: CHAMPITA SECTOR LA GRANJA (Código: 5172015), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CISNEROS (Código: 5190), Centro Poblado: CISNEROS (Código: 5190000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: COCORNÁ (Código: 5197), Centro Poblado: COCORNÁ (Código: 5197000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: COCORNÁ (Código: 5197), Centro Poblado: LA PIÑUELA (Código: 5197005), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: COCORNÁ (Código: 5197), Centro Poblado: EL MOLINO (Código: 5197013), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CONCEPCIÓN (Código: 5206), Centro Poblado: CONCEPCIÓN (Código: 5206000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: CONCORDIA (Código: 5209), Centro Poblado: CONCORDIA (Código: 5209000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: CONCORDIA (Código: 5209), Centro Poblado: EL SOCORRO (Código: 5209001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: CONCORDIA (Código: 5209), Centro Poblado: EL GOLPE (Código: 5209006), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: ANTIOQUIA (Código: 5), Municipio: CONCORDIA (Código: 5209), Centro Poblado: SALAZAR (Código: 5209007), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: COPACABANA (Código: 5212), Centro Poblado: COPACABANA (Código: 5212000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: COPACABANA (Código: 5212), Centro Poblado: EL SALADO (Código: 5212005), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: COPACABANA (Código: 5212), Centro Poblado: CABUYAL (Código: 5212008), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: COPACABANA (Código: 5212), Centro Poblado: ZARZAL (LA LUZ) (Código: 5212011), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: COPACABANA (Código: 5212), Centro Poblado: EL LLANO (Código: 5212017), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: COPACABANA (Código: 5212), Centro Poblado: EL CONVENTO (Código: 5212018), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: COPACABANA (Código: 5212), Centro Poblado: EL NORAL (Código: 5212019), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: DABEIBA (Código: 5234), Centro Poblado: DABEIBA (Código: 5234000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: DABEIBA (Código: 5234), Centro Poblado: SAN JOSÉ DE URAMA (Código: 5234004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: DABEIBA (Código: 5234), Centro Poblado: ARMENIA - CAMPARRUSIA (Código: 5234008), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: DABEIBA (Código: 5234), Centro Poblado: LAS CRUCES DE URAMA (Código: 5234010), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: ANTIOQUIA (Código: 5), Municipio: DABEIBA (Código: 5234), Centro Poblado: CHIMIADÓ LLANO GRANDE (Código: 5234012), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: ANTIOQUIA (Código: 5), Municipio: DABEIBA (Código: 5234), Centro Poblado: EL BOTÓN (Código: 5234014), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: DABEIBA (Código: 5234), Centro Poblado: BETANIA PUENTE NUEVO (Código: 5234017), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: DABEIBA (Código: 5234), Centro Poblado: CARA COLÓN (Código: 5234018), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: DABEIBA (Código: 5234), Centro Poblado: LA BALSITA (Código: 5234019), Tipo: CASERÍO (CAS)
Departamento: ANTIOQUIA (Código: 5), Municipio: DONMATÍAS (Código: 5237), Centro Poblado: DONMATÍAS (Código: 5237000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: DONMATÍAS (Código: 5237), Centro Poblado: BELLAVISTA (Código: 5237001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: DONMATÍAS (Código: 5237), Centro Poblado: ARENALES (Código: 5237003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: DONMATÍAS (Código: 5237), Centro Poblado: MONTERA (Código: 5237004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: DONMATÍAS (Código: 5237), Centro Poblado: PRADERA (Código: 5237005), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: EBÉJICO (Código: 5240), Centro Poblado: EBÉJICO (Código: 5240000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: EBÉJICO (Código: 5240), Centro Poblado: BRASIL (Código: 5240001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: EBÉJICO (Código: 5240), Centro Poblado: SEVILLA (Código: 5240003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: EBÉJICO (Código: 5240), Centro Poblado: EL ZARZAL (Código: 5240008), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: ANTIOQUIA (Código: 5), Municipio: EBÉJICO (Código: 5240), Centro Poblado: LA CLARA (Código: 5240011), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: EBÉJICO (Código: 5240), Centro Poblado: FATIMA (Código: 5240012), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: EL BAGRE (Código: 5250), Centro Poblado: EL BAGRE (Código: 5250000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: EL BAGRE (Código: 5250), Centro Poblado: PUERTO CLAVER (Código: 5250002), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: EL BAGRE (Código: 5250), Centro Poblado: PUERTO LÓPEZ (Código: 5250004), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: EL BAGRE (Código: 5250), Centro Poblado: EL REAL (Código: 5250005), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: EL BAGRE (Código: 5250), Centro Poblado: LA CORONA (Código: 5250006), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: EL BAGRE (Código: 5250), Centro Poblado: LAS NEGRITAS (Código: 5250007), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: EL BAGRE (Código: 5250), Centro Poblado: LAS SARDINAS EL PUENTE (Código: 5250008), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: EL BAGRE (Código: 5250), Centro Poblado: SANTA BÁRBARA (Código: 5250009), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: EL BAGRE (Código: 5250), Centro Poblado: MUQUI (Código: 5250010), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: EL BAGRE (Código: 5250), Centro Poblado: BORRACHERA (Código: 5250011), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: EL BAGRE (Código: 5250), Centro Poblado: CAÑO CLARO (Código: 5250012), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: EL BAGRE (Código: 5250), Centro Poblado: LOS ALMENDROS (Código: 5250013), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: ANTIOQUIA (Código: 5), Municipio: ENTRERRÍOS (Código: 5264), Centro Poblado: ENTRERRÍOS (Código: 5264000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: ENVIGADO (Código: 5266), Centro Poblado: ENVIGADO (Código: 5266000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: ANTIOQUIA (Código: 5), Municipio: ENVIGADO (Código: 5266), Centro Poblado: LAS PALMAS (Código: 5266001), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: ENVIGADO (Código: 5266), Centro Poblado: EL CRISTO (Código: 5266005), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: ENVIGADO (Código: 5266), Centro Poblado: EL CHINGUI  2 (Código: 5266006), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: ENVIGADO (Código: 5266), Centro Poblado: LA ÚLTIMA COPA (Código: 5266007), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: ENVIGADO (Código: 5266), Centro Poblado: PARCELACIÓN LA ACUARELA (Código: 5266008), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: ENVIGADO (Código: 5266), Centro Poblado: PARCELACIÓN ALAMOS DEL ESCOBERO (Código: 5266009), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: ENVIGADO (Código: 5266), Centro Poblado: PARCELACIÓN ALDEA DE PALMA VERDE (Código: 5266010), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: ENVIGADO (Código: 5266), Centro Poblado: PARCELACIÓN CONDOMINIO CAMPESTRE SERRANÍA (Código: 5266011), Tipo: CENTRO POBLADO (CP)
Departamento: ANTIOQUIA (Código: 5), Municipio: ENVIGADO (Código: 5266), Centro Poblado: PARCELACIÓN CASAS BELLO MONTE (Código: 5266012), Tipo: CENTRO POBLADO (CP)
